tweet_id,created,retweet,favorite,text,year,month,weekday,hour,rating_numerator,name,category,jpg_url,breed,confidence_score
887473957103951883,2017-07-19 00:47:34+00:00,17531,66987,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,2017,7,Wednesday,0,13,Canela,nan,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.81
887101392804085760,2017-07-18 00:07:08+00:00,5753,29712,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,2017,7,Tuesday,0,12,,nan,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.73
886983233522544640,2017-07-17 16:17:36+00:00,7496,34123,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,2017,7,Monday,16,13,Maya,nan,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.79
886366144734445568,2017-07-15 23:25:31+00:00,3090,20575,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2017,7,Saturday,23,12,Roscoe,puper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,1.0
886258384151887873,2017-07-15 16:17:19+00:00,6091,27210,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,2017,7,Saturday,16,13,Waffles,nan,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.94
885984800019947520,2017-07-14 22:10:11+00:00,6547,31681,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,2017,7,Friday,22,12,Jimbo,nan,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.97
885167619883638784,2017-07-12 16:03:00+00:00,4233,21286,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,2017,7,Wednesday,16,13,,nan,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.81
884876753390489601,2017-07-11 20:47:12+00:00,5427,27105,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,2017,7,Tuesday,20,13,Lola,nan,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.82
884441805382717440,2017-07-10 15:58:53+00:00,5477,26248,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",2017,7,Monday,15,14,,nan,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.99
884162670584377345,2017-07-09 21:29:42+00:00,2880,19788,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2017,7,Sunday,21,12,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.71
883838122936631299,2017-07-09 00:00:04+00:00,3331,21265,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,2017,7,Sunday,0,12,Noah,nan,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.61
883482846933004288,2017-07-08 00:28:19+00:00,9590,44603,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",2017,7,Saturday,0,5,Bella,nan,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.94
883360690899218434,2017-07-07 16:22:55+00:00,3584,22046,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,2017,7,Friday,16,13,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.99
883117836046086144,2017-07-07 00:17:54+00:00,6444,36104,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",2017,7,Friday,0,13,,nan,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.95
882762694511734784,2017-07-06 00:46:41+00:00,4729,27496,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,2017,7,Thursday,0,12,Gus,puper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85
882268110199369728,2017-07-04 16:01:23+00:00,11212,43645,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,2017,7,Tuesday,16,13,Alfy,nan,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.76
880872448815771648,2017-06-30 19:35:32+00:00,3700,20674,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,2017,6,Friday,19,12,,nan,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.79
880465832366813184,2017-06-29 16:39:47+00:00,6069,27725,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,2017,6,Thursday,16,12,Bella,nan,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.91
879862464715927552,2017-06-28 00:42:13+00:00,3383,21722,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,2017,6,Wednesday,0,13,Romeo,nan,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.81
879008229531029506,2017-06-25 16:07:47+00:00,2612,18456,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2017,6,Sunday,16,13,Beau,nan,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.96
878776093423087618,2017-06-25 00:45:22+00:00,3997,18882,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,2017,6,Sunday,0,13,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.73
878057613040115712,2017-06-23 01:10:23+00:00,6592,40913,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,2017,6,Friday,1,14,Emmy,nan,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.84
877736472329191424,2017-06-22 03:54:17+00:00,18494,77545,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,2017,6,Thursday,3,13,Aja,nan,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.84
877556246731214848,2017-06-21 15:58:08+00:00,3687,22122,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,2017,6,Wednesday,15,12,Penny,nan,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,1.0
877201837425926144,2017-06-20 16:29:50+00:00,5419,26398,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,2017,6,Tuesday,16,12,Nelly,nan,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93
876484053909872640,2017-06-18 16:57:37+00:00,2318,18269,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2017,6,Sunday,16,13,Benedict,nan,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.87
875747767867523072,2017-06-16 16:11:53+00:00,4163,24523,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",2017,6,Friday,16,13,Goose,nan,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.8
875021211251597312,2017-06-14 16:04:48+00:00,4593,24827,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,2017,6,Wednesday,16,12,,nan,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.71
874680097055178752,2017-06-13 17:29:20+00:00,4516,27119,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,2017,6,Tuesday,17,12,Cash,nan,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.84
874057562936811520,2017-06-12 00:15:36+00:00,3848,22134,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",2017,6,Monday,0,12,,nan,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.83
874012996292530176,2017-06-11 21:18:31+00:00,10129,33654,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",2017,6,Sunday,21,13,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.81
873580283840344065,2017-06-10 16:39:04+00:00,3835,23615,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",2017,6,Saturday,16,13,,nan,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.68
873213775632977920,2017-06-09 16:22:42+00:00,1546,7052,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",2017,6,Friday,16,12,Sierra,puper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.62
872820683541237760,2017-06-08 14:20:41+00:00,3612,14374,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",2017,6,Thursday,14,13,,nan,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,1.0
872486979161796608,2017-06-07 16:14:40+00:00,8816,39754,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,2017,6,Wednesday,16,12,,nan,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.93
871879754684805121,2017-06-06 00:01:46+00:00,10905,37055,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,2017,6,Tuesday,0,13,Lassie,nan,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.97
871762521631449091,2017-06-05 16:15:56+00:00,3406,19825,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,2017,6,Monday,16,12,Rover,puper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.92
871515927908634625,2017-06-04 23:56:03+00:00,3385,19759,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,2017,6,Sunday,23,12,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.97
870656317836468226,2017-06-02 15:00:16+00:00,2596,12145,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",2017,6,Friday,15,13,Cody,nan,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.95
870374049280663552,2017-06-01 20:18:38+00:00,25772,81113,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,2017,6,Thursday,20,13,Zoey,nan,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.84
870308999962521604,2017-06-01 16:00:09+00:00,4081,21427,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",2017,6,Thursday,16,13,Rumble,nan,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.62
869772420881756160,2017-05-31 04:27:59+00:00,9870,41649,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",2017,5,Wednesday,4,13,Dewey,nan,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.98
869702957897576449,2017-05-30 23:51:58+00:00,6243,27728,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,2017,5,Tuesday,23,13,Stanley,nan,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.99
869596645499047938,2017-05-30 16:49:31+00:00,3085,15699,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,2017,5,Tuesday,16,12,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.96
869227993411051520,2017-05-29 16:24:37+00:00,3741,20110,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,2017,5,Monday,16,13,Gizmo,nan,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.66
868622495443632128,2017-05-28 00:18:35+00:00,5225,26273,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,2017,5,Sunday,0,13,,nan,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.87
867774946302451713,2017-05-25 16:10:44+00:00,7262,33454,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,2017,5,Thursday,16,13,Harold,nan,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.66
867421006826221569,2017-05-24 16:44:18+00:00,2469,15880,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,2017,5,Wednesday,16,12,Shikha,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.62
866450705531457537,2017-05-22 00:28:40+00:00,34997,120635,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",2017,5,Monday,0,13,Jamesy,puper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.91
866334964761202691,2017-05-21 16:48:45+00:00,14301,51833,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,2017,5,Sunday,16,12,Coco,nan,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.98
865718153858494464,2017-05-19 23:57:46+00:00,5577,25324,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",2017,5,Friday,23,13,Boomer,nan,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden_retriever,0.67
865359393868664832,2017-05-19 00:12:11+00:00,4969,26152,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,2017,5,Friday,0,13,Sammy,nan,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_Bay_retriever,0.83
865006731092295680,2017-05-18 00:50:50+00:00,7637,27688,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,2017,5,Thursday,0,13,Nelly,nan,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.99
864279568663928832,2017-05-16 00:41:21+00:00,3005,14456,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,2017,5,Tuesday,0,12,Meatball,nan,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull_mastiff,0.67
864197398364647424,2017-05-15 19:14:50+00:00,8880,29803,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,2017,5,Monday,19,13,Paisley,nan,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden_retriever,0.95
863432100342583297,2017-05-13 16:33:49+00:00,5217,23595,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,2017,5,Saturday,16,12,Belle,nan,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire_bullterrier,0.69
863062471531167744,2017-05-12 16:05:02+00:00,2434,8430,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",2017,5,Friday,16,13,Quinn,nan,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French_bulldog,0.94
862096992088072192,2017-05-10 00:08:34+00:00,23231,73907,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,2017,5,Wednesday,0,13,,nan,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.68
861383897657036800,2017-05-08 00:54:59+00:00,10697,35886,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,2017,5,Monday,0,13,Hobbes,nan,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.77
859851578198683649,2017-05-03 19:26:06+00:00,3529,15358,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,2017,5,Wednesday,19,13,Trooper,nan,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador_retriever,0.9
859607811541651456,2017-05-03 03:17:27+00:00,1580,18529,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,2017,5,Wednesday,3,13,,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden_retriever,0.9
858471635011153920,2017-04-30 00:02:42+00:00,4872,21494,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,2017,4,Sunday,0,13,Sophie,nan,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.99
858107933456039936,2017-04-28 23:57:28+00:00,2922,15711,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,2017,4,Friday,23,12,Wyatt,nan,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,golden_retriever,0.86
857746408056729600,2017-04-28 00:00:54+00:00,10746,34250,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,2017,4,Friday,0,13,Thor,nan,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador_retriever,0.92
857393404942143489,2017-04-27 00:38:11+00:00,1661,5904,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV",2017,4,Thursday,0,13,,nan,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,malamute,0.84
857263160327368704,2017-04-26 16:00:39+00:00,4563,20042,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,2017,4,Wednesday,16,13,Oscar,nan,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Samoyed,1.0
857029823797047296,2017-04-26 00:33:27+00:00,4057,18956,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,2017,4,Wednesday,0,12,Zeke,nan,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,golden_retriever,0.97
856526610513747968,2017-04-24 15:13:52+00:00,1912,11871,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",2017,4,Monday,15,14,,nan,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,Old_English_sheepdog,0.8
856282028240666624,2017-04-23 23:01:59+00:00,6427,27822,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",2017,4,Sunday,23,14,Cermet,nan,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,Chihuahua,0.88
854732716440526848,2017-04-19 16:25:34+00:00,6234,23015,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,2017,4,Wednesday,16,12,Marlee,nan,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Pembroke,0.7
854365224396361728,2017-04-18 16:05:17+00:00,4794,19064,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,2017,4,Tuesday,16,13,Einstein,nan,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Pembroke,0.91
854120357044912130,2017-04-17 23:52:16+00:00,7659,32282,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,2017,4,Monday,23,14,,puper,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,black-and-tan_coonhound,0.85
852912242202992640,2017-04-14 15:51:39+00:00,1889,9180,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",2017,4,Friday,15,12,Benny,nan,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,Great_Dane,0.78
852672615818899456,2017-04-13 23:59:28+00:00,2218,15141,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,2017,4,Thursday,23,12,Aspen,nan,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,golden_retriever,0.71
850753642995093505,2017-04-08 16:54:09+00:00,9584,31530,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",2017,4,Saturday,16,11,Kyle,nan,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,pug,1.0
